Review
"Nicely crafted movie with exceptional performances by Vijay Sethupathi and Anurag Kashyap. Engaging from the first scene itself. Mamta Mohandas has been underutilised. Abirami is impressive though for a short time. Casting was excellent.I need to watch it again, as I still have one question that was unanswered. Watching in a theatre was great because of a very appropriate background score. It's cinematic brilliance at its best.This is one movie where gore needed to be allowed to drive home a certain point (unlike animal). Strikes a very deep chord as you think hard, long after the movie is over."
"""Maharaja"" is a rollercoaster of a movie that keeps you guessing until the very end. The plot twists and turns are unexpected, making it impossible to predict what will happen next. The pacing is perfect, keeping you on the edge of your seat throughout.The characters are complex and well-developed, each with their own motivations and secrets. The acting is superb, with each actor bringing their character to life with passion and intensity.The cinematography is visually stunning, capturing the grandeur of the royal setting while also highlighting the raw emotions of the characters. The music is perfectly matched to the tone of the movie, adding to the overall suspense and excitement.Overall, ""Maharaja"" is a must-watch for anyone who loves a good thriller. It's a captivating story with twists, turns, and outstanding performances. Don't miss it!"
"It has been a long time since I have witnessed a script that utilizes the technique of ""subversion"" so tactfully. The initial half cleverly diverges into various paths with not just one, but three distinct plotlines running parallel to each other.Even though Initially you might find yourself quite confused, struggling to comprehend the purpose of it all.However, rest assured, all your confusion will be dissipated and your queries will be addressed at appropriate times, which specifically transpires in the latter portion of the second half.And trust me, the final act will astonish you and leave you profoundly moved.Now I will refrain from revealing anything more to avoid any inadvertent spoilers, though I will say this; if you are a seasoned viewer, well-versed in ""foreign cinema"", you might be able to anticipate the concluding twist from afar.On the contrary, if you are fresh to this particular genre or lack exposure to ""World Cinema,"" brace yourself for an unforgettable revelation!P. S. Kashyap maybe going through tough times as a 'director', but as an 'actor' he continues to evolve with each character he commits himself to. He nailed his role here, especially in the last ten minutes, that will certainly leave a mark!"
"Maharaja (2024) Tamil movie Review: All I knew was that this movie is from the director of ""Kurangu Bommai"" that had been released in 2017, though it was a good thriller it didn't do that well. This is Nithilan Swaminathan's second movie after a gap of seven years. However, you get a feeling that this 50th movie or so of this already veteran director. Also, this one is in fact 50th movie of Vijay Sethupathi whose fan I had become after watching his initial movies starting from ""Pizza"". This one should be a case study of how screen play of movie should be written taking simplest of stories and how characters should be developed in the script. Any movie would be great if it doesn't allow you to guess what is going to happen next? The suspense should not only be edge of the seat, but it should have many wow moments that is beyond audience's wildest imagination. Also, it should be more than engrossing and not just that, it should take you along as the story unfolds on the screen. In such a way that you end up feeling that you are part of what is happening. Finally, it should make you think long after you return home. Maharaja does all that and becomes one of the best Tamil movies of this year and the best 50th movie for Vijay Sethupathi. Take a bow to the director Nithilan Swaminathan for creating magic with amazing screen play from a simple story. You will think it is just another simple story only when you get to decipher the complete plot of this amazing movie. And you may have to see this movie more than once to get everything that you witnessed in the first view. I am really glad that this movie just came when everyone thought Malayalam movies are doing great even with Tamil audience and everyone started asking, what had happened to Tamil movie makers as they couldn't cater to the requirement of Tamil speaking audience? So much was the impact that old movies were re-released in the theaters due to lack of any good new movies to compete with Malayalam to Tamil dubbed movies. Technically this movie is brilliant in all ways. The major technical success is the wonderful BGM by Ajaneesh Loknath of KGF fame. I always associate him with loud BGM that not only vibrates chairs of theater also makes you buy a bottle of Amurthanjan/Headache balm. However, this one is an exception and crisp editing by Philomin Raj. Coming to performances, Vijay Sethupathi stands out both playing the younger version (Whom I like most) and the older version with good make up and even mannerism. You will feel nostalgic about his character in the movie ""naduvula konjam pakkatha kaanom"". It is nice to see Anurag Kashyap's amazing performance though there is no lip sync at many places. That is just a minor glitch as you can't think of anyone else in that role. However, taking a comedian and make him play one of the lead bad guys speaks volumes about the director. Singampuli is just amazing, and you start hating him to the core. I can't take all the names as it would make this review still longer one. Yes, you can't forget the girl who plays Vijay Sethupathi's daughter in this movie. This one is one amazing movie of this year and perfect choice for Vijay Sethupathi's 50th movie. Very Highly recommended. Every Cinephile should watch this one.My rating is solid 10/10.One humble request :- Please don't reveal about the plot to anyone. Let everyone watch it and experience it themselves!"
"Maharaja is one of the finest films of recent times! After a long time such good cinema is made in India. We can consider this one of the cult classics of Indian Cinema! The performances are good the direction is good and the script is just mind blowing! You are hooked to the film throughout! The non linear story telling also makes this a superb watch! Vijay Sethupathi as always has not failed to impress the audience. The most surprising performance is of Mr. Anurag Kashyap, he was very good in the role. There is a point in the film where you feel you have lost hope but then again some twist comes and you are back to normal. Full marks to the director Nithilan Swaminathan for making such good film!!"
"Isaignani Ilaiyaraja avargal, after this movie:
Naan sivanenu dhaane poiki'irundhen....
yaar vambu thumbkkaachu ponaena?Gouravam gouravam nu yen gouravathiye narradichteengle da!Daaai! Nee yendha JILLA'vla irundhalum seri.On usuru yen kaila dhaan-di'yei! Yen kaila dhaan.About the movie:
Screenplay Masterclass. I have NOT seen anything written like this in Tamil cinema before.Any details about the plot may potentially reveal spoilers so I'll refrain from doing so. Vijay Sethupathi and Anurag Kashyap were GREAT (minus the lip-sync) along with the secondary characters. Any actor could have played these roles, from the Nassers to the SJ Suryas; but the screen presence that these two have elevates the scenes and the brand of the movie that will make people buy the tickets; and rightfully so - because a film like this deserves to be seen by many.But to put the actors ABOVE the script and the screenplay would be blasphemous. VJS will likely get over-credited for this movie and that's fine as long the writing gets the most props for this film. It would be an injustice otherwise.Is everything a 100% perfect? No. But the brilliance that the writing has demonstrated overshadows that things that didn't work for me along with a couple of the casting choices didn't have any impact on the plot. Could have been anybody, and folks who were chosen didn't add to the screen presence either. However this is not the movie to nitpick on.Go in blank, sit back and watch things unfold. You have not seen anything like this before. If you're a cinema lover, you're in for a special treat with the screenplay."
"Absorbing screenplay by Director Nithilan Swaminathan ;they way screenplay written ,the way story narrating ,Unexpected twist and
turns and Terrific Emotional ending ;all this make Maharaja a Must watch movie in theater !Background score is Perfect in every moments of the movie to keep us engaged !& for the performances ; Anurag Kashyap is Excellent and his role had great Impact in this movie ,all others did a good work !This movie Screenplay deserves a Great Leading performance , then came Vijay Sethupathi ,in his 50'th acting role ,he delivered a compelling fascinating performance to Amaze us !Go watch it in theater & don't be the Spoilers of the Movie!My Rating 9 !!"
"Absolute MASTERPIECE from K-wood in2024.The screenplay of the film stands unique and was mind-blowing.VJS at his best.Performance of Anurag and Natty, SingamPuli was also notable.Music and Background score was Good, Ajeesh done a very good job.Nithilan Saminathan is gonna be the next big thing in kollywood🤞🏻
Nithilan's guts to blend humor in this serious subject is just amazing.U dont even know whats gonna happen next. The Interval ends with a high, leaving many questions within u. The pre-climax and the climax will answer u.Missing this film in theatres is the worst thing u can ever do this year.So Go watch Maharaja NOW!"
No one can think to write like this story and more over it is a Oscar winning movie one who denies to give the award he is not human being and all credits goes to the crew each actors gave their best. The more interesting part is the footprint 👣 of the child which is given in the chain that is unbelievable the team contribution to the movie is so amazing each and every character in the movie was fabulous. The vision is put perfectly in the screen play and the movie elevation from the second off was amazing and the climax was such a rocking performance it was. I believe this movie is gonna surprise for the cinema industry.
"The movie should be rated Adults only. Its too gruesome and has some very distrubing scenes. The fact that it got U/A tells Indian movie board censor board is non-existent. What the hell were they thinking giving this U/A? The subject and story all of it is very adult.Yes the screenplay is brilliant with the twists and turns. First 30-40 mins drags but once it picks pace, keeps it going. I loved the way they ended the arc of the girl child. There are some great performances in the movie.I just dont understand why are such vivid violence movies being made now. You could have conveyed everything without showing such crudeness.Overall its a good idea and concept to show, you cant escape your crimes and they will visit you where you least expect it."
