Review
"Almost by mistake we found this movie in Netflix and for the first time ever my wife and I spent 3 hours laughing, crying, and enjoying an old story told in a different way. This is no Oscar material, but certainly entertaining and visually rich. Great simple humor."
"A friend recommended this movie to me. I was skeptical at first..I'm a Chinese and i haven't really watched a Hindi Movie seriously. BUt i didn't regret watching Kal ho Naa Ho. Heart warming, funny and touching...The songs and Choreography are great! My favourites are Pretty Woman and Kal Ho Naa Ho. The storyline is very similar to Koran dramas, except that the dialogues were much more intense!it really kept my eyes glued to the screen. The acting was very intense as well, feelings were expressed very well. The energy Level was explosive especially during the dance scenes!A must watch!!"
"Well, it is always a bit difficult in Western countries to get to see Bollywood movies with English subtitles, and though I have made a bit of an effort to spot them in the last few years I wouldn't call myself a Bollywood expert - and of course I've grown up with Western rather than Indian aesthetic standards ingrained. Although as a fan of Baroque Opera, I don't really have much difficulty with the basic premises of the Bollywood style!Having said that, this was possibly the most interesting Bollywood movie I've seen to date - especially in its attempt to incorporate elements of Western pop culture, including several blatant references to American movies, from Grease and a spoofed James Bond to Brad Silberling's City of Angels, which evidently contributed a lot to the way Shahruk Khan's character is handled (including him starting to see things in black and white when he is near dying - that one goes back all the way to Wim Wenders!).The soundtrack is stunning, and again it's great to see the way the New York setting gives opportunity to mix in some Western elements in an intelligent way. The dance and song numbers are a true joy, and it doesn't hurt that they are better integrated into the plot than in most Indian movies I've seen.Shahruk Khan is nicely parodying himself - at least, I thought he was... maybe I'm wrong??? :-o - I also particularly enjoyed the running joke about Aman and Rohit being a homosexual couple - one could indeed ask oneself who is really in love with who here? And why exactly does Aman prefer to love vicariously rather than going for the girl himself? It's also perhaps significant that it is Rohit rather than Naina who stays with Aman to the last. I am sure the filmmakers are intelligent enough to be aware of these undercurrents, even if perhaps most audiences aren't!In any case, watching this movie (with a very sympathetic audience at a foreign film showcase here in Wellington, people who actually laughed in most of the *right* places!) was a pure joy and it makes me happy to see how Indian cinema is finally beginning to be perceived as a legitimate part of international film culture even by Western audiences, rather than just an exotic oddity - something that Chinese and Japanese movies, for instance, have already achieved to a much greater degree!And now I'm off to buy the soundtrack..."
"This is one of the best films ever made! I watched it a few days ago and i still have the movie running through my head. It is so amazing that it has a lasting impression.Once again, Shah Rukh Khan steals the spotlight and does a magnificent performance as the beautiful and sweet Aman Mathur.By the way, i was thinking ""What a funny movie"" until the end...it just gets sad. And me being a really sensitive person, wow...it just blows you away. Shah Rukh Khan's brilliant performance will stay with you forever.I was up at 2.30 in the morning, tissues strewn all around me with tears just pouring down my face. The moment you try to stop crying, another scene comes on and you start again. Seriously, i'm really sensitive so no surprise but i reckon this film was the first film that actually made me cry that much. I just couldn't stop!! This is a must for everyone..including you sensitive people out there! Everyone must watch this film! It's just beautiful and it was actually an eye-opener for me! You've got to cherish whatever you have because who knows...tomorrow may never come."
"Watching Indian movies outside of India is something very impossible, everybody speaks about ""the famous bollywood movies"", but nobody want to release this jewels in Europe. I am so lucky I could see this supermasterpiece at the oriental cinema festival in Barcelon, I couldn't believe what I was watching. The script is stunning, the choreography crazy, the actors are superlative, the music is impressive, the plot turns you on...you can keep inside the characters as I never did. The sound is also impressive. It was like watching Mary Poppins when I was 6 yeras old, during 3 hours I lost the total terms of reality!!!! As the movie has never been exhibited in Spain and there is not copy on DVD we are so ""lucky"" We could find a pirate copy in a Pakistan supermarket in Barcelon, with perfect sound and image!!!! Well, I hope this message will amaze you to get this movie from....where?"
"I am NOT a sap for sad movies...maybe I will cry a tear or two. I didn't even lose ONE tear during Titanic that so many raved about as a ""great love story"". THIS movie? I cried for 45 minutes straight! It is like an Indian soap opera...but better. Shah Rukh Khan portrayed the sacrifice of this man with a certain nobility that really got to me. I know he is often said to be ""overacting"" but his portrayal of this character and the pain and sacrifices he went through really swept me up into an emotional state. There may be times when you are in the mood for a story about someone without the modern ""I,Me,Mine"" attitude, about someone who knows that the real meaning of love often carries with it the need for making sacrifices and may mean caring more about the other person's needs than your own."
"*Story*Naina Catherine Kapur (Preity Zinta) lives in New York with her half-Punjabi, half-Catholic family. Her life is burdened with financial problems, bickering among family members, and memories of a dead father. She is a almost always grumpy and cynical, finding nothing to smile about. The only part of her life she likes is her friend Rohit (Saif Ali Khan) who is a fellow student in an MBA program.Into this drab life of Naina's comes a waft of fresh air in the guise of Aman Mathur (Shah Rukh Khan). Aman, the eternal optimist is the anti-Naina. He invites himself into the homes and hearts of the residents of the cozy Indian neighborhood and eventually, into Naina's life as well. What they don't know is that Aman is harboring a painful secret.The rest of the movie is about Aman, Naina and Rohit finding love, hope, happiness and ultimately the joy of living.*Review*The feeling I had as I left the theater can be best described as the feel of a woolly blanket on a chilly night. The woolly blanket in this case was around my heart. Kal Ho Naa Ho is by no means perfect. It has its share of illogical moments and cliched scenes. But while watching Indian films, one must get over such hurdles to appreciate them. Or like Naina, we'll be left criticizing everything in sight and forgetting to enjoy the moment. Also we must remember that although its important for the film industry to grow and evolve, its equally as important not to lose what is inherently our Indian identity which is apparent in the songs and the emotional quotient of hindi movies.That said, for me Kal Ho Naa Ho will go down as one of my all time favorite movies. The performances were wonderful. Shah Rukh Khan gives another performance that will be remembered. He may not be the greatest actor who ever came out of Bombay, but he is one of the few who manages to create characters who seem so friendly and lovable, you would think of him as your own. No one else in the industry has this knack of creating an atmosphere of 'apnapan'. Preity Zinta as Naina is wonderful and a perfect choice for the role. I have no idea how Dharma productions even considered Kareena Kapoor for the role of Naina. Saif Ali Khan is also incredible. Rohit is very similar to Sameer in Dil Chahta Hai but with a lot more emotional depth. I don't care how many times Saif plays that character, I still love him for it and I don't think I'll ever tire of seeing it. Jaya Bachchan who plays Jenny, Naina's mother is incredible in this small role. This character is very real and you can really sympathize with her because of Mrs. Bachchan.I was very disappointed with the music when it was first released. But the songs grew on me after watching them on screen. The title song is especially good as are Pretty Woman and Mahi Ve. Kuch To Hua hai is also much better on screen. Cinematography is wonderful, another aspect that makes this movie magical. Direction by Nikhil Advani is surprising to say the least. He did an excellent job bringing the story to life. And I will look forward to his next movie. It must have been hard for Karan Johar to give away his story, but Nikhil justified Karan's confidence in him and possibly made a better film than Karan might have. One of the many things I loved about the movie was that it was quite funny. Even during the dramatic moments, I was either laughing or smiling. The screenplay and the dialogues were excellent. Nikhil Advani must have a real talent for comic scenes because they were terrific.And finally I'd like to commend Karan Johar for writing such a wonderful story with characters that are very down to earth and real. Even though I loved his previous films (Kuch Kuch Hota Hai & Kabhi Khushi Kabhie Gham), Kal Ho Naa Ho is definitely my favorite. I hope we get to experience many more of his wonderful stories that are hopefully made with SRK :) because they are the dream team. If I ever meet Karan Johar, I will shake his hand and give him a hug for creating such a heart warming film."
"Being one of the first person to watch Kal Ho Naa Ho in my group, I was constantly battered by the same questions: is it worth it? what would you compare it to? whats it about? etc.To answer these and other questions:Was it worth it: well depending on your perspective of what an entertaining movie should be like, then the answer would either be: 'yes definitely' or 'you will be mad to miss it'. It is so worth watching and with it Karan Johar has confirmed the he is indeed a milestone in Hindi Cinema history. The movie is definitely directed by a another (Nikhil Advani), but it is a Johar camp movie. With the Johar camp you associate a good story, good production, good songs and the 'King Khan'.What would you compare it to? Well to be honest .nothing. It has the originality of `Kuch Kuch', the splendour of `K3G' and the freshness of `Dil Chaata Hai'; but it cannot be compared to any of these or other movies. It is in a league of its own. The story may start as the run-of-the-mill hindi-cinema story, but just when we begin to get comfortable with it, it takes a turn down another path. Don't get me wrong, it is not a complex story at all - but it is unique and compelling.Would you watch it again? Well to be honest, I am writing this after having watched it a second time. What is so rare about this movie is that even the second time round I laughed at the jokes, tapped at the music and got emotional in the sad scenes.What's it about? Well it will not be fair to tell you about it, as it's an experience you should have first hand. But it has its plus points: the comedy is great (both in the gujju digs as well as the 'kantabein' scenes); the music grows on you (maahi ve being the best); the guest appearances of 'charmed' actresses; the acting - excellent all round from SRK to Zinta to Saif to Jaya; along with good direction and production. It also has its negative points - but then so do other movies and I would rather not get into those.It may not be the DDLJ or Lagaan of hindi cinema, but it's the best movie of the year and definitely a movie that will entertain me for years to come."
"I would like to start this review by saying something personal. This film was my introduction to Indian cinema. And what a film to start my love for Indian films with.The story is about a serious girl Naina who's life changes when a new neighbor moves in. Just like Naina these chains of event changed me as well. I loved just about every minute of this film; its fun, its funny, it has great song and dance number, and can actually be dramatic and serious. The acting is pretty good, and stars of course the King of Bollywood Shah Rukh Khan.With great humor,fantastic song and dance numbers,and good acting; this 2003 Indian film is my absolute favorite Indian film. And who knows maybe it could be your new favorite Indian film."
"Okay I will not give a summary of the film. Enough of that already. Straight to the point: Kal Ho Naa Ho is a fantastic film....definitely worth seeing, and worth seeing over again.Shah Rukh Khan does a great job...as usual. I guess nobody else does emotional scenes AND comedy as well as he does. Saif Ali Khan is great. Again as usual, since he plays that role in many of his films, but he holds the story together....!! And Preity...well, it's her year. She rules Bollywood this year. After Koi mil gaya, she comes back in KHNH, with a much stronger role, probably her strongest role since Kya Kehna....and she excels in it. Yes, why was Kareena Kapoor even considered for this role??? Jaya Bacchan is also worth a mention. Nobody else could have played this role. She is fantastic!!! The special appearances make the film...well...special!!!Some of us would go see any film for 5 seconds of Kajol....especially next to Shah Rukh!!! And all credits to Karan Johar and Nikhil Advani. To Karan for coming up with the film, trusting Nikhil and making it happen, and to Nikhil for a first-class job in his first direction... And the music is wonderful...Shankar-Ehsaan-Loy definitely establishing themselves further in Bollywoodland. And Farah Khan plays her usual magic with the choreography, especially for the song Kuch to Hua Hai, which will keep you giggling in your seat...Now the loopholes: Why do all Caucasian looking people in America speak Hindi (with an awful accent as well), especially when some of the Indians sometimes afford to speak English!!??!! Why could they not spend some more time and effort to make Shah Rukh mime his rap words well in the Pretty Woman song?? Why, when Saif and Preity find out about Shah Rukh, they both seem more worried about their love lives than their friend's....well...LIFE!!! Why did I leave the cinema feeling that if Shah Rukh was given a dialogue full of hope before then end of the film, I'd have felt better...coz surely that was the point of the film: hope. I felt that the last 20 minutes were not well-explored enough...and too sketchy. One second SRK and Preity love each other, and the next she's still getting married...Why are we not shown the process that goes in between. It would have been good, emotional, and more realistic...But maybe I'm just moaning about details. Maybe I am being a bit of a Naina Catherine Kapoor....So, I'll end on this note rather...Seen in the broader context of Indian Cinema, this film is a proper landmark....It's a perfect blend of the East and the West. After rather unsuccessful attempts at copying American Pie-style comedy in Indian films, SOMEBODY finally showed us what it takes to make a success of this kind: A modern comedy (hilarious jokes) with modern direction (cool style of story-telling, I thought) in a true Indian setting. Modern music, but perfectly blended with Indian melody and lyrics. This film will take Indian comedy to new heights. And takes the East-West blend to new heights. And it takes a great film to do that...And it will leave u, not just proud of being Indian, but of being a Western Indian. Perfect blend...."
